submission_id,QUD,RT,age,b1,b2,comments,education,endTime,experiment_id,gender,languages,optionLeft,optionRight,p1,p2,picture,question,question1,question2,question3,question4,response,startDate,startTime,timeSpent,trial_name,trial_number,utterances,participant_id
568,NA,102438,50,280|140||80,425|160|80|40,NA,Higher Degree,1580407021187,13,female,English,NA,NA,250|230|50|100,462.5|230|75|100,NA,NA,NA,NA,NA,NA,13|30|23|80,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,train1,1,g|gb|b|bg,participant1
568,NA,39445,50,292.5|40||80,442.5|140|40|80,NA,Higher Degree,1580407021187,13,female,English,NA,NA,212.5|180|150|200,512.5|230|150|100,NA,NA,NA,NA,NA,NA,81|82|93|87,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,train2,2,gb|b|g|bg,participant1
568,NA,39738,50,398.7550029259096|60||80,383.09295158057535|140|40|80,NA,Higher Degree,1580407021187,13,female,English,NA,NA,362.5|230|150|100,NA,NA,NA,NA,NA,NA,NA,9|94|72|16,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,train3,3,g|gb|bg|b,participant1
568,NA,33952,50,440.04992640352276|138.33333333333331||40,403.6039326750373|178.33333333333331|80|40,NA,Higher Degree,1580407021187,13,female,English,NA,NA,seesaw,NA,NA,NA,NA,NA,NA,NA,71|92|82|97,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,train4,4,g|gb|b|bg,participant1
568,How acceptable is the utterance below as an informative description of the picture?,10935|17448|22462|28526,50,292.5|140|40|80,437.5|140|40|80,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,362.5|230|150|100,NA,images/group2/S57-1007.jpg,NA,The <b>blue</b> block <b>will</b> touch the ground.,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.",The <b>green</b> block <b>will</b> touch the ground.,"If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",11|86|47|84,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,1,b|bg|g|gb,participant1
568,How acceptable is the utterance below as an informative description of the picture?,6138|10027|13570|19074,50,292.5|40|40|80,432.5|40|40|80,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,250|180|75|200,475|180|75|200,images/group2/S1-121.jpg,NA,The <b>blue</b> block <b>will</b> touch the ground.,"If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>green</b> block <b>will</b> touch the ground.,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.",83|89|81|82,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,2,b|gb|g|bg,participant1
568,How acceptable is the utterance below as an informative description of the picture?,10369|15567|19040|21639,50,377.5|120|80|40,347.5|160|80|40,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,362.5|230|150|100,NA,images/group2/S30-805-dep.jpg,NA,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.","If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>green</b> block <b>will</b> touch the ground.,The <b>blue</b> block <b>will</b> touch the ground.,78|24|79|15,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,3,bg|gb|g|b,participant1
568,How acceptable is the utterance below as an informative description of the picture?,16080|20194|40475|44905,50,252.5|178.33333333333331|80|40,472.5|178.33333333333331|80|40,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,seesaw,NA,images/group2/S7-130-dep.jpg,NA,"If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>green</b> block <b>will</b> touch the ground.,The <b>blue</b> block <b>will</b> touch the ground.,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.",83|78|77|80,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,4,gb|g|b|bg,participant1
568,How acceptable is the utterance below as an informative description of the picture?,32452|37334|45485|48838,50,282.5|140|40|80,437.5|160|80|40,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,250|230|75|100,475|230|75|100,images/group2/S55-1006.jpg,NA,The <b>blue</b> block <b>will</b> touch the ground.,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.","If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>green</b> block <b>will</b> touch the ground.,51|21|80|19,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,5,b|bg|gb|g,participant1
568,How acceptable is the utterance below as an informative description of the picture?,5262|8558|12366|14885,50,320|140|40|80,400|140|40|80,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,300|230|50|100,425|230|50|100,images/group2/S63-1039.jpg,NA,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.",The <b>blue</b> block <b>will</b> touch the ground.,"If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>green</b> block <b>will</b> touch the ground.,83|79|82|75,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,6,bg|b|gb|g,participant1
568,How acceptable is the utterance below as an informative description of the picture?,5646|10095|13849|18007,50,250|160|80|40,400|40|40|80,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,287.5|230|75|100,437.5|180|75|200,images/group2/S93-1674.jpg,NA,The <b>green</b> block <b>will</b> touch the ground.,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.","If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>blue</b> block <b>will</b> touch the ground.,73|84|83|76,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,7,g|bg|gb|b,participant1
568,How acceptable is the utterance below as an informative description of the picture?,5191|8856|11607|20588,50,262.5|178.33333333333331|80|40,462.5|178.33333333333331|80|40,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,seesaw,NA,images/group2/S89-1642-dep.jpg,NA,The <b>blue</b> block <b>will</b> touch the ground.,The <b>green</b> block <b>will</b> touch the ground.,"If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.","If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.",78|82|75|83,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,8,b|g|gb|bg,participant1
568,How acceptable is the utterance below as an informative description of the picture?,11231|13695|16279|20879,50,282.5|140|40|80,442.5|140|40|80,NA,Higher Degree,1580407021187,13,female,English,completely inacceptable,completely acceptable,362.5|230|150|100,NA,images/group2/S7-130.jpg,NA,"If the <b>blue</b> block <b>will</b> touch the ground, the <b>green</b> block <b>will</b> also touch the ground.","If the <b>green</b> block <b>will</b> touch the ground, the <b>blue</b> block <b>will</b> also touch the ground.",The <b>blue</b> block <b>will</b> touch the ground.,The <b>green</b> block <b>will</b> touch the ground.,75|72|80|77,Thu Jan 30 2020 17:43:02 GMT+0000 (GMT Standard Time),1580406182705,13.9747,slider_main,9,bg|gb|b|g,participant1
